"체결시간","체결가","체결량"
"14:49:43 154","10550","+13"
"14:50:42 147","10550","+40"
"14:51:04 646","10550","+9"
"14:51:41 248","10550","+15"
"14:51:42 052","10550","+50"
"14:51:42 053","10550","+1"
"14:51:42 053","10550","+50"
"14:51:48 157","10550","+40"
"14:51:52 651","10550","+19"
"14:51:52 732","10550","+3"
"14:51:52 734","10550","+32"
"14:51:59 140","10550","+7"
"14:51:59 145","10550","+14"
"14:51:59 149","10550","+7"
"14:51:59 150","10550","+7"
"14:51:59 151","10550","+7"
"14:52:54 138","10550","+40"
"14:53:23 844","10550","+43"
"14:53:25 655","10550","+19"
"14:53:25 656","10550","+37"
"14:53:25 657","10550","+19"
"14:53:25 658","10550","+24"
"14:53:25 660","10550","+19"
"14:53:50 646","10550","+8"
"14:53:58 245","10550","+1"
"14:54:00 149","10550","+40"
"14:54:03 639","10550","+20"
"14:54:03 639","10550","+4"
"14:54:03 640","10550","+32"
"14:54:13 550","10550","+1"
"14:54:16 138","10550","+7"
"14:54:16 140","10550","+7"
"14:54:16 141","10550","+7"
"14:54:16 151","10550","+13"
"14:54:16 151","10550","+7"
"14:54:24 727","10500","-36"
"14:54:28 230","10550","+1"
"14:54:44 445","10550","+1"
"14:55:03 832","10550","+1"
"14:55:05 155","10550","+40"
"14:55:18 040","10550","+15"
"14:55:19 048","10550","+50"
"14:55:19 048","10550","+50"
"14:55:19 049","10550","+1"
"14:55:30 343","10550","+45"
"14:56:06 948","10550","+1"
"14:56:08 845","10550","+16"
"14:56:09 926","10500","-100"
"14:56:11 151","10550","+40"
"14:56:12 250","10550","+1"
"14:56:15 656","10550","+19"
"14:56:15 731","10550","+3"
"14:56:15 731","10550","+33"
"14:56:28 843","10500","-18"
"14:56:31 141","10550","+1"
"14:56:32 140","10550","+7"
"14:56:32 145","10550","+7"
"14:56:32 146","10550","+13"
"14:56:32 147","10550","+7"
"14:56:32 148","10550","+7"
"14:56:36 648","10550","+8"
"14:56:53 953","10550","+63"
"14:56:59 522","10550","+100"
"14:57:02 046","10500","-9"
"14:57:03 539","10550","+1"
"14:57:07 028","10550","+100"
"14:57:17 141","10550","+40"
"14:57:43 544","10550","+1"
"14:57:56 046","10550","+24"
"14:57:56 047","10550","+19"
"14:57:56 048","10550","+5"
"14:57:57 440","10600","+1"
"14:57:57 763","10550","-71"
"14:58:01 366","10600","+1"
"14:58:22 144","10600","+40"
"14:58:27 648","10600","+19"
"14:58:27 648","10600","+3"
"14:58:27 724","10600","+32"
"14:58:49 136","10600","+7"
"14:58:49 138","10600","+7"
"14:58:49 138","10600","+7"
"14:58:49 139","10600","+7"
"14:58:49 139","10600","+14"
"14:58:54 745","10600","+15"
"14:58:56 134","10600","+50"
"14:58:56 134","10600","+50"
"14:58:56 134","10600","+1"
"14:58:57 344","10550","-500"
"14:59:01 336","10550","-1"
"14:59:01 347","10550","-246"
"14:59:05 034","10600","+1"
"14:59:28 130","10600","+40"
"14:59:48 338","10600","+1"
"15:00:08 436","10550","-28"
"15:00:16 155","10550","+1"
"15:00:34 222","10550","+40"
"15:00:38 640","10550","+20"
"15:00:38 641","10550","+3"
"15:00:38 641","10550","+32"
"15:00:41 229","10550","+76"
"15:00:42 247","10600","+1"
"15:01:05 128","10600","+13"
"15:01:05 130","10600","+7"
"15:01:05 131","10600","+7"
"15:01:05 137","10600","+7"
"15:01:05 137","10600","+7"
"15:01:40 165","10600","+40"
"15:01:54 024","10550","-24"
"15:02:00 532","10550","+30"
"15:02:01 822","10600","+1"
"15:02:01 842","10550","-70"
"15:02:07 033","10600","+1"
"15:02:24 244","10600","+41"
"15:02:26 524","10600","+18"
"15:02:26 525","10600","+37"
"15:02:26 525","10600","+18"
"15:02:26 526","10600","+23"
"15:02:26 526","10600","+18"
"15:02:27 831","10550","-8"
"15:02:31 540","10550","+15"
"15:02:33 039","10550","+50"
"15:02:33 039","10550","+50"
"15:02:33 118","10550","+1"
"15:02:45 134","10550","+40"
"15:02:50 640","10550","+19"
"15:02:50 648","10550","+3"
"15:02:50 648","10550","+32"
"15:02:57 823","10500","-1"
"15:03:20 437","10550","+1"
"15:03:22 120","10550","+7"
"15:03:22 121","10550","+7"
"15:03:22 121","10550","+13"
"15:03:22 130","10550","+7"
"15:03:22 131","10550","+7"
"15:03:51 130","10550","+40"
"15:04:16 748","10550","+1"
"15:04:44 445","10500","-10"
"15:04:55 650","10550","+8"
"15:04:55 721","10500","-324"
"15:04:55 722","10500","-1949"
"15:04:57 219","10550","+40"
"15:05:02 653","10550","+19"
"15:05:02 654","10550","+4"
"15:05:02 720","10550","+33"
"15:05:27 464","10500","-10"
"15:05:38 132","10500","+7"
"15:05:38 133","10500","+14"
"15:05:38 134","10500","+7"
"15:05:38 134","10500","+7"
"15:05:38 135","10500","+7"
"15:05:40 834","10450","-7"
"15:06:03 136","10500","+40"
"15:06:08 330","10500","+15"
"15:06:10 128","10500","+50"
"15:06:10 130","10500","+1"
"15:06:10 131","10500","+50"
"15:06:57 021","10500","+19"
"15:06:57 024","10500","+19"
"15:06:57 027","10500","+24"
"15:06:57 031","10500","+38"
"15:06:57 034","10500","+19"
"15:07:06 547","10500","+1"
"15:07:08 127","10500","+40"
"15:07:13 632","10500","+20"
"15:07:13 633","10500","+3"
"15:07:13 714","10500","+32"
"15:07:25 831","10450","-1"
"15:07:41 629","10500","+8"
"15:07:55 120","10500","+7"
"15:07:55 121","10500","+7"
"15:07:55 123","10500","+7"
"15:07:55 123","10500","+7"
"15:07:55 127","10500","+13"
"15:08:00 320","10450","-10"
"15:08:14 127","10500","+40"
"15:08:57 729","10500","+100"
"15:09:20 151","10500","+40"
"15:09:25 636","10500","+19"
"15:09:25 637","10500","+3"
"15:09:25 637","10500","+32"
"15:09:45 029","10500","+15"
"15:09:46 057","10500","+50"
"15:09:46 057","10500","+50"
"15:09:46 057","10500","+1"
"15:09:58 127","10450","-15"
"15:10:11 123","10500","+7"
"15:10:11 124","10500","+7"
"15:10:11 127","10500","+13"
"15:10:11 128","10500","+7"
"15:10:11 129","10500","+7"
"15:10:25 129","10500","+40"
"15:10:27 619","10500","+8"
"15:10:30 419","10500","+10"
"15:11:27 434","10500","+19"
"15:11:27 435","10500","+37"
"15:11:27 435","10500","+19"
"15:11:27 436","10500","+19"
"15:11:27 437","10500","+24"
"15:11:31 127","10500","+40"
"15:11:36 840","10500","+30"
"15:11:37 642","10500","+19"
"15:11:37 720","10500","+3"
"15:11:37 725","10500","+32"
"15:11:42 925","10500","+17"
"15:11:51 822","10500","+311"
"15:11:54 657","10500","+59"
"15:12:01 853","10450","-12"
"15:12:06 333","10450","-4"
"15:12:08 179","10500","+1"
"15:12:11 828","10500","+563"
"15:12:28 118","10500","+7"
"15:12:28 131","10500","+7"
"15:12:28 131","10500","+7"
"15:12:28 131","10500","+14"
"15:12:28 132","10500","+7"
"15:12:37 121","10500","+40"
"15:12:47 509","10450","-21"
"15:12:50 967","10500","+1"
"15:13:14 633","10500","+8"
"15:13:21 824","10500","+15"
"15:13:23 026","10500","+50"
"15:13:23 026","10500","+50"
"15:13:23 027","10500","+1"
"15:13:43 214","10500","+40"
"15:13:48 635","10500","+19"
"15:13:48 636","10500","+3"
"15:13:48 637","10500","+32"
"15:13:54 732","10500","+46"
"15:14:03 434","10500","+6"
"15:14:05 463","10450","-220"
"15:14:20 334","10500","+1"
"15:14:26 330","10500","+114"
"15:14:44 120","10500","+7"
"15:14:44 120","10500","+7"
"15:14:44 122","10500","+13"
"15:14:44 124","10500","+7"
"15:14:44 126","10500","+7"
"15:14:48 124","10500","+40"
"15:15:00 039","10500","+1"
"15:15:11 122","10500","+967"
"15:15:18 037","10500","+265"
"15:15:20 618","10500","+120"
"15:15:54 124","10500","+40"
"15:15:57 909","10500","+38"
"15:15:57 910","10500","+19"
"15:15:57 911","10500","+24"
"15:15:57 911","10500","+19"
"15:15:57 912","10500","+19"
"15:16:00 628","10500","+9"
"15:16:00 639","10500","+20"
"15:16:00 642","10500","+4"
"15:16:00 643","10500","+33"
"15:16:02 644","10500","+1"
"15:16:08 235","10500","+1"
"15:16:15 223","10500","+3"
"15:16:17 728","10500","+351"
"15:16:24 821","10500","+41"
"15:16:25 330","10500","+79"
"15:16:35 418","10500","+100"
"15:16:38 825","10500","+100"
"15:16:38 911","10500","+18"
"15:16:39 023","10450","-6"
"15:16:41 325","10500","+1"
"15:16:46 628","10500","+5"
"15:16:55 427","10450","-5"
"15:16:57 918","10500","+1"
"15:16:58 627","10500","+15"
"15:17:00 136","10500","+50"
"15:17:00 136","10500","+50"
"15:17:00 215","10500","+1"
"15:17:00 521","10500","+7"
"15:17:00 525","10500","+7"
"15:17:00 532","10500","+7"
"15:17:00 538","10500","+40"
"15:17:00 731","10500","+13"
"15:17:00 748","10500","+7"
"15:17:05 818","10450","-12"
"15:17:08 328","10500","+1"
"15:17:54 907","10500","+55"
"15:18:03 017","10450","-9"
"15:18:07 915","10500","+1"
"15:19:10 209","10450","-3"
"15:19:10 216","10450","-5"
"15:19:14 346","10500","+1"
"15:19:23 957","10500","+64"
"15:19:36 112","10500","+20"
"15:19:59 830","10500","+20"
"15:30:28 896","10500","2363"
"15:40:00 292","10500","21"
"15:40:28 289","10500","+100"
"15:43:47 094","10500","+10"
"15:43:52 690","10500","+10"
"15:45:14 489","10500","+15"
"15:45:40 381","10500","+20"
"15:45:54 281","10500","+30"
"15:53:34 718","10500","-40"
"15:56:55 618","10500","+4"
"15:59:29 703","10500","+19"
